idx,hpwl_normalized,hpwl_rescaled,macro_hpwl_normalized,macro_hpwl_rescaled,legality_2,macro_legality,original_hpwl_normalized,hpwl_ratio,model_time,generation_time,eval_time,model_vertices,model_edges,num_vertices,num_edges,lambda_2
6,225.85162353515625,3132.2705078125,225.85162353515625,3132.2705078125,0.9969705157278643,0.9969705157278643,413.13079833984375,0.5466830951425932,86.32923078536987,169.43719601631165,0.12856221199035645,1298,32900,1096812,5420096,0.0011938149
7,800.7745971679688,12916.8583984375,800.7745971679688,12916.857421875,0.992805458945257,0.992805458945257,1664.8609619140625,0.4809858693829494,1007.7106235027313,2076.590942621231,1.1587750911712646,8170,223314,2177353,13340384,0.0013369411
